"sample","PGS000027"
"HG00096","0.09545612286103587"
"HG00097","0.12996193111356358"
"HG00099","0.11327741400686869"
"HG00100","0.11630496497205624"
"HG00101","-0.08789066769776419"
"HG00102","-0.222895968702097"
"HG00103","-0.006913826619904445"
"HG00105","-0.07197955352510838"
"HG00106","-0.07492343072253221"
"HG00107","-0.0322810888455185"
"HG00108","0.07128685607035448"
"HG00109","-0.044817665018329636"
"HG00110","-0.03890239890755577"
"HG00111","-0.06302489698487365"
"HG00112","0.022740396196719567"
"HG00113","0.1362170138051962"
"HG00114","0.022489821684159556"
"HG00115","0.13443042890879328"
"HG00116","0.26976108637756535"
"HG00117","0.23527664603610052"
"HG00118","0.12486469839658075"
"HG00119","0.1157120921229027"
"HG00120","-0.21265747181282052"
"HG00121","0.07375806641756182"
"HG00122","0.009579404204772185"
"HG00123","0.18649255488526673"
"HG00125","0.028736998225288343"
"HG00126","-0.18430516753303267"
"HG00127","-0.07211651247877392"
"HG00128","-0.04664435767196966"
"HG00129","0.07271854768949704"
"HG00130","-0.1072591363649429"
"HG00131","0.11198961081509883"
"HG00132","0.2320788750202496"
"HG00133","0.21125310799869104"
"HG00136","-0.19253490171801982"
"HG00137","0.17769539603994305"
"HG00138","0.11709201555777608"
"HG00139","0.056972916579544994"
"HG00140","0.2250958520761755"
"HG00141","0.16513867181093997"
"HG00142","0.00530196623314487"
"HG00143","0.101055036803334"
"HG00145","-0.019883429818580545"
"HG00146","0.18786543058872782"
"HG00148","0.11878127666862609"
"HG00149","-0.11155248656661536"
"HG00150","0.09342842561196057"
"HG00151","0.31061007053076073"
"HG00154","0.15239392617477815"
"HG00155","-0.053841733134859016"
"HG00157","-0.22631546643277167"
"HG00158","0.07507385403567565"
"HG00159","-0.004883540546309989"
"HG00160","-5.391500740780375E-4"
"HG00171","0.4365193905097624"
"HG00173","0.27522625497025455"
"HG00174","-7.743279980633594E-4"
"HG00176","-0.0038062554300231505"
"HG00177","0.26560643185933497"
"HG00178","-0.052020644340572755"
"HG00179","0.010114489640391938"
"HG00180","0.3275680569513732"
"HG00181","-0.037941906300897756"
"HG00182","0.05414171895560332"
"HG00183","0.27178690943138606"
"HG00185","0.12233505334938699"
"HG00186","0.04820832614843744"
"HG00187","0.25615111557211745"
"HG00188","0.12378504633644112"
"HG00189","0.005210314308953162"
"HG00190","0.24634958838323345"
"HG00231","-0.0982428928467202"
"HG00232","0.17817058807883102"
"HG00233","0.04299704288947413"
"HG00234","-0.03595080477166912"
"HG00235","-0.0340614549165411"
"HG00236","-0.03362033744193617"
"HG00237","0.4018101975740723"
"HG00238","0.034917249484898556"
"HG00239","-0.025258644357948154"
"HG00240","-0.08909752822013542"
"HG00242","0.1146889468095511"
"HG00243","-0.12450525604199478"
"HG00244","-0.24441323589364017"
"HG00245","0.11155644271253747"
"HG00246","-0.1269537151681855"
"HG00250","0.08447532414578739"
"HG00251","0.12525062079408245"
"HG00252","-0.0943675056509293"
"HG00253","0.07758769805694507"
"HG00254","0.04094196636491031"
"HG00255","-0.03202840735937881"
"HG00256","-0.027406197193781234"
"HG00257","0.08871730798878862"
"HG00258","0.11028256446140608"
"HG00259","0.10738627490608937"
"HG00260","-0.08938929580205629"
"HG00261","0.07856489524989854"
"HG00262","0.04654968374692246"
"HG00263","0.18611555923851197"
"HG00264","0.11062212268305197"
"HG00265","0.22212976081822933"
"HG00266","0.28244485333894315"
"HG00267","0.0749880721108267"
"HG00268","0.21274703774784853"
"HG00269","0.2588664057489687"
"HG00271","0.18378300388884847"
"HG00272","0.3111833968016747"
"HG00273","-0.006808362682236516"
"HG00274","0.24082961882095533"
"HG00275","0.388792416216033"
"HG00276","0.11743231317354007"
"HG00277","-0.25605813072947026"
"HG00278","0.2105805746778982"
"HG00280","0.09619960954006096"
"HG00281","0.11798404984602995"
"HG00282","0.16199499154905514"
"HG00284","0.16074515866926123"
"HG00285","0.37351339768296904"
"HG00288","0.11313788246356926"
"HG00290","0.12769123614147693"
"HG00304","0.07290998506480907"
"HG00306","-0.01732479502667149"
"HG00308","0.03162400501051134"
"HG00309","0.45495645851438515"
"HG00310","0.17249711003979062"
"HG00311","0.12134838812223868"
"HG00313","0.07438319636609314"
"HG00315","0.09227714644279088"
